ORDER	38	2	33746	72906	5	865	1000	
ORDER	39	2	55087	87311	19	3287	1000	
ORDER	40	1	29185	73038	8	12656	1000	
ORDER	41	1	4871	47595	7	11074	1000	
ORDER	42	2	23432	71027	9	1557	1000	
ORDER	43	2	30383	61796	8	1384	1000	
ORDER	44	1	13256	53783	19	30058	1000	
ORDER	45	1	18440	55960	7	11074	1000	
ORDER	46	2	14880	47229	7	1211	1000	
ORDER	47	1	17039	49790	5	7910	1000	
ORDER	48	0	34807	74533	6	7944	1000	
ORDER	49	0	47593	85927	16	21184	1000	
ORDER	50	0	24124	73982	3	3972	1000	
ORDER	51	2	9723	51765	7	1211	1000	
ORDER	52	0	59467	97863	11	14564	1000	
ORDER	53	1	17384	52692	18	28476	1000	
ORDER	54	1	54697	97867	11	17402	1000	
ORDER	55	1	16348	53893	6	9492	1000	
ORDER	56	1	2106	45395	5	7910	1000	
ORDER	57	2	13000	61094	4	692	1000	
ORDER	58	2	24925	71948	9	1557	1000	
ORDER	59	2	34555	75357	4	692	1000	
ORDER	60	1	48484	91406	15	23730	1000	
ORDER	61	1	41423	91287	2	3164	1000	
ORDER	62	0	36997	81813	19	25156	1000	
ORDER	63	1	30645	78524	6	9492	1000	
ORDER	64	1	41502	90448	3	4746	1000	
ORDER	65	0	15860	63220	8	10592	1000	
ORDER	66	1	59829	96978	12	18984	1000	
ORDER	67	0	54445	93471	9	11916	1000	
ORDER	68	1	22606	56843	15	23730	1000	
ORDER	69	1	18303	64401	13	20566	1000	
ORDER	70	1	7466	53471	15	23730	1000	
ORDER	71	1	24628	74586	18	28476	1000	
ORDER	72	1	34625	67838	7	11074	1000	
ORDER	73	1	27096	67165	6	9492	1000	
ORDER	74	1	51822	95630	3	4746	1000	
ORDER	75	0	2197	48859	6	7944	1000	
ORDER	76	0	59670	96218	18	23832	1000	
ORDER	77	2	52167	94192	13	2249	1000	
ORDER	78	2	52164	92335	19	3287	1000	
ORDER	79	1	52758	89615	15	23730	1000	
ORDER	80	0	32430	78510	20	26480	1000	
ORDER	81	2	28687	77737	16	2768	1000	
ORDER	82	0	56202	90811	11	14564	1000	
ORDER	83	1	36696	78317	12	18984	1000	
ORDER	84	1	12159	53928	4	6328	1000	
ORDER	85	2	508	45447	19	3287	1000	
ORDER	86	1	37957	77409	16	25312	1000	
ORDER	87	2	252	32967	12	2076	1000	
ORDER	88	1	8678	44578	14	22148	1000	
ORDER	89	2	49024	83589	8	1384	1000	
ORDER	90	2	45402	92264	12	2076	1000	
ORDER	91	2	40304	71071	6	1038	1000	
ORDER	92	2	34534	73032	6	1038	1000	
ORDER	93	1	16294	47861	5	7910	1000	
ORDER	94	1	25311	58942	4	6328	1000	
ORDER	95	2	50404	87946	7	1211	1000	
ORDER	96	0	11025	57890	12	15888	1000	
ORDER	97	0	49999	82131	2	2648	1000	
ORDER	98	0	29532	59630	2	2648	1000	
ORDER	99	0	9259	48434	9	11916	1000	
ORDER	100	2	37699	86358	14	2422	1000	
ORDER	101	1	31329	74583	3	4746	1000	
ORDER	102	2	30161	68083	15	2595	1000	
ORDER	103	1	44840	75270	8	12656	1000	
ORDER	104	2	42160	79169	7	1211	1000	
ORDER	105	2	26633	59535	11	1903	1000	
ORDER	106	2	11201	46328	14	2422	1000	
ORDER	107	0	31337	64148	11	14564	1000	
ORDER	108	1	57984	88426	13	20566	1000	
ORDER	109	2	9446	48888	17	2941	1000	
ORDER	110	1	15884	55251	11	17402	1000	
ORDER	111	1	17774	67688	12	18984	1000	
ORDER	112	2	1552	43303	18	3114	1000	
ORDER	113	1	47684	89651	16	25312	1000	
ORDER	114	1	24322	57792	15	23730	1000	
ORDER	115	0	24863	57103	6	7944	1000	
ORDER	116	1	35441	72324	7	11074	1000	
ORDER	117	1	36723	78358	16	25312	1000	
ORDER	118	1	52557	88646	17	26894	1000	
ORDER	119	2	28184	68606	3	519	1000	
ORDER	120	0	1903	43566	17	22508	1000	
ORDER	121	1	43382	77015	14	22148	1000	
ORDER	122	2	25922	64054	19	3287	1000	
ORDER	123	1	64202	98384	13	20566	1000	
ORDER	124	1	22826	63521	4	6328	1000	
ORDER	125	1	24820	59576	16	25312	1000	
ORDER	126	0	27787	70973	6	7944	1000	
ORDER	127	1	707	47638	1	1582	1000	
ORDER	128	1	50374	88333	20	31640	1000	
ORDER	129	2	31226	69963	2	346	1000	
ORDER	130	1	9793	41101	6	9492	1000	
ORDER	131	1	57624	99011	13	20566	1000	
ORDER	132	2	21342	69845	5	865	1000	
ORDER	133	2	11538	61047	15	2595	1000	
ORDER	134	2	7177	52964	7	1211	1000	
ORDER	135	0	40139	89753	19	25156	1000	
ORDER	136	0	36690	83671	16	21184	1000	
ORDER	137	1	10815	47007	10	15820	1000	
ORDER	138	0	17444	52204	7	9268	1000	
ORDER	139	0	59875	96135	15	19860	1000	
ORDER	140	1	13127	50260	11	17402	1000	
ORDER	141	0	37187	85147	10	13240	1000	
ORDER	142	0	16465	61161	20	26480	1000	
ORDER	143	0	37131	73225	16	21184	1000	
ORDER	144	0	21751	64369	11	14564	1000	
ORDER	145	0	22480	55344	12	15888	1000	
ORDER	146	0	45114	78305	4	5296	1000	
ORDER	147	1	21342	69037	18	28476	1000	
ORDER	148	2	2795	48433	11	1903	1000	
ORDER	149	0	49499	97125	18	23832	1000	
ORDER	150	2	2442	44530	4	692	1000	
ORDER	151	2	14979	47081	19	3287	1000	
ORDER	152	2	17605	50621	15	2595	1000	
ORDER	153	1	10781	53613	14	22148	1000	
ORDER	154	2	36757	71821	14	2422	1000	
ORDER	155	0	39807	73896	12	15888	1000	
ORDER	156	0	22586	71492	18	23832	1000	
ORDER	157	0	30150	60185	4	5296	1000	
ORDER	158	0	13360	47146	4	5296	1000	
ORDER	159	1	15521	47758	12	18984	1000	
ORDER	160	1	7695	53148	3	4746	1000	
ORDER	161	2	42938	92824	19	3287	1000	
ORDER	162	1	32677	64897	10	15820	1000	
ORDER	163	1	30186	77704	3	4746	1000	
ORDER	164	2	61756	96446	15	2595	1000	
ORDER	165	0	14960	56060	19	25156	1000	
ORDER	166	2	37212	82238	11	1903	1000	
ORDER	167	0	38772	79365	14	18536	1000	
ORDER	168	0	58679	99847	13	17212	1000	
ORDER	169	1	15564	61754	6	9492	1000	
ORDER	170	1	5612	51685	5	7910	1000	
ORDER	171	1	546	39999	12	18984	1000	
ORDER	172	1	48144	85886	10	15820	1000	
ORDER	173	0	47691	84951	13	17212	1000	
ORDER	174	2	7147	51563	4	692	1000	
ORDER	175	0	26347	70027	6	7944	1000	
ORDER	176	1	49059	95616	7	11074	1000	
ORDER	177	0	12049	61578	1	1324	1000	
ORDER	178	0	52905	90852	19	25156	1000	
ORDER	179	2	42317	79512	17	2941	1000	
ORDER	180	0	40365	76370	12	15888	1000	
ORDER	181	0	21746	55632	8	10592	1000	
ORDER	182	1	35569	84325	15	23730	1000	
ORDER	183	1	19731	67796	4	6328	1000	
ORDER	184	1	4180	45475	11	17402	1000	
ORDER	185	2	34704	68318	5	865	1000	
ORDER	186	0	8708	54973	6	7944	1000	
ORDER	187	1	48301	97030	10	15820	1000	
ORDER	188	0	27442	70853	5	6620	1000	
ORDER	189	2	36007	78153	14	2422	1000	
ORDER	190	1	35516	77515	15	23730	1000	
ORDER	191	1	2762	39171	8	12656	1000	
ORDER	192	2	24258	62151	9	1557	1000	
ORDER	193	2	47164	87577	4	692	1000	
ORDER	194	2	45753	84856	4	692	1000	
ORDER	195	0	43243	85850	5	6620	1000	
ORDER	196	1	67254	99747	16	25312	1000	
ORDER	197	1	42387	90992	12	18984	1000	
ORDER	198	2	44881	86260	6	1038	1000	
ORDER	199	2	12775	43728	5	865	1000	
